emp_title,emp_length,home_ownership,annual_inc,verification_status,addr_state,avg_cur_bal,Tot_cur_bal,loan_status,loan_amount,state,funded_amount,term,int_rate,installment,grade,pymnt_plan,type,purpose,description
"Associate Director, Data Compliance",6 years,RENT,189000,Source Verified,MD,22127,243395,Current,16500,MD,16500, 36 months,0.1524,573.91998,C,false,Individual,debt_consolidation,Debt consolidation
Secretary IV,10+ years,RENT,32000,Not Verified,CA,1587,11106,Current,9600,CA,9600, 36 months,0.1695,342.03,C,false,Individual,debt_consolidation,Debt consolidation
Bus attendant ,2 years,MORTGAGE,12000,Not Verified,VA,2167,19499,Current,12000,VA,12000, 36 months,0.1806,434.20001,D,false,Joint App,debt_consolidation,Debt consolidation
Manager,< 1 year,RENT,90000,Not Verified,CA,561,1684,Fully Paid,6000,CA,6000, 36 months,0.1199,199.25999,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Configuration Manager,4 years,MORTGAGE,120000,Verified,VA,45264,497901,Current,35000,VA,35000, 36 months,0.1274,1174.91,C,false,Individual,debt_consolidation,Debt consolidation
inside sales,10+ years,MORTGAGE,65000,Source Verified,MI,29987,239897,Current,3200,MI,3200, 36 months,0.0819,100.56,A,false,Individual,home_improvement,Home improvement
AGM,2 years,RENT,50000,Source Verified,TN,4139,33109,Current,6600,TN,6600, 36 months,0.0819,207.39999,A,false,Individual,debt_consolidation,Debt consolidation
Installer ,9 years,OWN,41000,Source Verified,FL,436,5670,Current,6000,FL,6000, 36 months,0.0839,189.10001,A,false,INDIVIDUAL,credit_card,Credit card refinancing
Care Given,10+ years,RENT,42000,Not Verified,CA,4837,48371,Charged Off,13175,CA,13175, 36 months,0.1799,476.25,D,false,Individual,vacation,Vacation
Property Manager,< 1 year,MORTGAGE,75400,Verified,MA,16151,274564,Fully Paid,33000,MA,33000, 60 months,0.1449,776.27002,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Registered Nurse,1 year,MORTGAGE,45500,Not Verified,TN,7004,231130,Fully Paid,10000,TN,10000, 36 months,0.0917,318.79001,B,false,Individual,debt_consolidation,Debt consolidation
Time Entrt Processor,5 years,RENT,47450,Not Verified,IL,2197,39549,Current,20000,IL,20000, 36 months,0.0756,622.67999,A,false,Individual,debt_consolidation,Debt consolidation
Tower Federal Credit Union,7 years,MORTGAGE,50000,Verified,MD,18695,186952,Charged Off,22100,MD,22100, 60 months,0.158,535.09003,C,false,INDIVIDUAL,credit_card,credit card payoff
Network Admin,10+ years,RENT,90000,Source Verified,VA,2125,31875,Fully Paid,30000,VA,30000, 36 months,0.0846,946.47998,A,false,Individual,debt_consolidation,Debt consolidation
Production Manager,4 years,MORTGAGE,68000,Source Verified,NC,26248,131242,Fully Paid,25000,NC,25000, 36 months,0.0789,782.15002,A,false,Individual,home_improvement,Home improvement
Category Manager,4 years,RENT,59800,Not Verified,FL,4224,59131,Current,4800,FL,4800, 36 months,0.1199,159.41,B,false,Individual,major_purchase,Major purchase
B. L. Hall PE,5 years,OWN,80000,Verified,CA,30843,339278,Current,3600,CA,3600, 60 months,0.1756,90.559998,D,false,INDIVIDUAL,other,emergency fund
Office Manager,2 years,MORTGAGE,207000,Verified,CA,46914,1032097,Fully Paid,40000,CA,40000, 36 months,0.0799,1253.28,A,false,Joint App,debt_consolidation,Debt consolidation
Chase,1 year,OWN,35100,Not Verified,TX,2135,29894,Fully Paid,10000,TX,10000, 36 months,0.1849,363.98999,D,false,INDIVIDUAL,debt_consolidation,Debt Consolidation
Cashier,7 years,RENT,22354,Source Verified,IN,3766,26359,Charged Off,7750,IN,7750, 36 months,0.1399,264.84,C,false,Individual,debt_consolidation,Debt consolidation
Job Captain,3 years,MORTGAGE,70000,Not Verified,IL,11104,144351,Current,18000,IL,18000, 60 months,0.1299,409.47,C,false,INDIVIDUAL,credit_card,Credit card refinancing
svp,6 years,RENT,250000,Source Verified,PA,1803,43279,Current,35000,PA,35000, 36 months,0.1691,1246.28,C,false,Individual,debt_consolidation,Debt consolidation
Foreman,10+ years,MORTGAGE,38666,Verified,AZ,29561,206928,Current,9700,AZ,9700, 36 months,0.1446,333.70001,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Laborer/Applicator,< 1 year,MORTGAGE,51000,Source Verified,MN,4340,26038,Current,7500,MN,7500, 36 months,0.1075,244.66,B,false,INDIVIDUAL,home_improvement,Home improvement
Trust Administrator,10+ years,MORTGAGE,80000,Verified,TX,49264,246320,Current,16000,TX,16000, 60 months,0.1894,414.53,D,false,Individual,home_improvement,Home improvement
Graphic Designer,8 years,RENT,32000,Source Verified,FL,9725,38898,Current,3000,FL,3000, 36 months,0.1599,105.46,C,false,Individual,other,Other
Maintenance manager ,< 1 year,MORTGAGE,70000,Verified,NC,29209,175256,Current,28000,NC,28000, 36 months,0.1144,922.53003,B,false,Joint App,debt_consolidation,Debt consolidation
Assistant Center Manager,2 years,MORTGAGE,140000,Source Verified,IN,29980,329778,Current,2000,IN,2000, 36 months,0.1359,67.959999,C,false,Individual,major_purchase,Major purchase
Auction lister ,6 years,RENT,40000,Not Verified,RI,2386,23855,Current,6000,RI,6000, 36 months,0.0881,190.27,A,false,Individual,debt_consolidation,Debt consolidation
Material handling supervisor,10+ years,OWN,114000,Not Verified,KY,8774,17547,Charged Off,3125,KY,3125, 36 months,0.1903,114.6,D,false,Joint App,debt_consolidation,Debt consolidation
Manager,4 years,MORTGAGE,95000,Not Verified,FL,29678,415485,Fully Paid,40000,FL,40000, 36 months,0.2565,1604.1801,D,false,Joint App,debt_consolidation,Debt consolidation
Slot floor person,10+ years,MORTGAGE,45000,Source Verified,IN,4177,54300,Current,10000,IN,10000, 60 months,0.1695,248.25999,C,false,Individual,debt_consolidation,Debt consolidation
Broker Associate,6 years,RENT,150000,Source Verified,NJ,11048,77338,Fully Paid,18000,NJ,18000, 36 months,0.1199,597.78003,B,false,INDIVIDUAL,credit_card,Credit card refinancing
DRIVER,4 years,RENT,65000,Source Verified,MI,2231,24540,Fully Paid,20000,MI,20000, 60 months,0.1561,482.23001,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Bar Manager,6 years,RENT,85000,Source Verified,CA,28184,281843,In Grace Period,15000,CA,15000, 36 months,0.0532,451.73001,A,false,INDIVIDUAL,home_improvement,Home improvement
Store Manager,8 years,MORTGAGE,65000,Verified,PA,7856,188533,Charged Off,16875,PA,16875, 36 months,0.1269,566.07001,C,false,Individual,debt_consolidation,Debt consolidation
Production Associate,10+ years,RENT,36000,Verified,FL,1460,67157,Fully Paid,5000,FL,5000, 36 months,0.1091,163.49001,B,false,Individual,credit_card,Credit card refinancing
Culinary Specialist ,10+ years,RENT,60228,Not Verified,MD,5074,81182,Current,30000,MD,30000, 60 months,0.1308,683.83002,B,false,Individual,debt_consolidation,Debt consolidation
secretary,< 1 year,MORTGAGE,5000,Not Verified,NY,39982,359837,Current,20000,NY,20000, 60 months,0.0944,419.45999,B,false,Joint App,home_improvement,Home improvement
TELECOMMUNICATIONS ADMINISTRATOR,2 years,MORTGAGE,80000,Not Verified,CA,40922,327373,Charged Off,22000,CA,22000, 36 months,0.0739,683.22998,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Ventura unified school district,9 years,RENT,62000,Source Verified,CA,2792,19546,Fully Paid,13500,CA,13500, 36 months,0.089,428.67001,A,false,INDIVIDUAL,debt_consolidation,Consolidation
refrigeration,5 years,MORTGAGE,40000,Source Verified,AL,3802,34220,Current,19200,AL,19200, 36 months,0.1629,677.77002,D,false,INDIVIDUAL,credit_card,Credit card refinancing
Field investigator,< 1 year,MORTGAGE,45000,Not Verified,FL,3642,32781,Current,10500,FL,10500, 60 months,0.1262,236.87,C,false,Individual,credit_card,Credit card refinancing
Auditor,10+ years,MORTGAGE,38000,Verified,NY,20873,125237,Current,14400,NY,14400, 60 months,0.1199,320.25,C,false,Individual,debt_consolidation,Debt consolidation
fab,4 years,MORTGAGE,48000,Not Verified,MO,12692,139611,Current,10000,MO,10000, 36 months,0.0916,318.75,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Superintendent,< 1 year,RENT,70000,Verified,NM,9993,49966,Current,22000,NM,22000, 60 months,0.1099,478.23001,B,false,Individual,credit_card,Credit card refinancing
Registered Nurse,< 1 year,RENT,77477,Source Verified,CA,5011,60137,Fully Paid,27000,CA,27000, 36 months,0.0819,848.46002,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
taxi driver,8 years,RENT,35000,Not Verified,NV,5383,59217,Current,28025,NV,28025, 60 months,0.288,886.15997,D,false,Individual,debt_consolidation,Debt consolidation
Paralegal/office manager,7 years,RENT,52000,Source Verified,MN,5972,65690,Current,8000,MN,8000, 36 months,0.124,267.25,B,false,Individual,credit_card,Credit card refinancing
Nurse practitioner,10+ years,RENT,150000,Not Verified,MI,5450,114456,Fully Paid,25000,MI,25000, 60 months,0.1274,565.51001,C,false,Individual,debt_consolidation,Debt consolidation
Housing Construction Supervisor,7 years,MORTGAGE,93423,Verified,CA,22908,297800,Fully Paid,23000,CA,23000, 60 months,0.1199,511.51001,C,false,Individual,debt_consolidation,Debt consolidation
Senior Director of IT,10+ years,OWN,180000,Not Verified,NJ,31230,593363,Current,17300,NJ,17300, 60 months,0.0917,360.54999,B,false,Individual,credit_card,Credit card refinancing
US Treasury,3 years,RENT,65000,Source Verified,MA,10832,97491,Fully Paid,7000,MA,7000, 36 months,0.0603,213.05,A,false,INDIVIDUAL,debt_consolidation,consolidating for a reduced rate
Enforcement Officer,2 years,RENT,58000,Not Verified,PA,4269,59762,Fully Paid,15000,PA,15000, 60 months,0.1308,341.92001,B,false,Individual,credit_card,Credit card refinancing
IT Project Manager,2 years,MORTGAGE,130810,Verified,NY,74131,518915,Fully Paid,30000,NY,30000, 36 months,0.1367,1020.53,C,false,Individual,debt_consolidation,Debt consolidation
CNA,< 1 year,MORTGAGE,50000,Source Verified,IL,34459,275671,Current,30000,IL,30000, 36 months,0.1602,1055.01,C,false,Joint App,car,Car financing
Animal Care Technologist,10+ years,MORTGAGE,60000,Not Verified,PA,18354,201899,Fully Paid,5000,PA,5000, 36 months,0.0999,161.32001,B,false,Individual,debt_consolidation,Debt consolidation
RUAL CARRIER,10+ years,OWN,85000,Not Verified,OK,2009,32141,Current,3200,OK,3200, 36 months,0.0608,97.470001,A,false,Individual,car,Car financing
service,3 years,MORTGAGE,85000,Source Verified,TX,8671,121394,Fully Paid,16000,TX,16000, 60 months,0.1559,385.62,C,false,INDIVIDUAL,home_improvement,Home improvement
Underwriter,1 year,MORTGAGE,110000,Not Verified,CA,24654,295846,Fully Paid,12000,CA,12000, 36 months,0.0699,370.48001,A,false,Individual,major_purchase,Major purchase
Professor,10+ years,MORTGAGE,202000,Source Verified,MD,47965,527619,Current,20000,MD,20000, 60 months,0.1799,507.76001,D,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Installer,6 years,RENT,24000,Source Verified,CA,1239,4956,Fully Paid,10550,CA,10550, 36 months,0.1797,381.25,D,false,Individual,debt_consolidation,Debt consolidation
"Director, Internal Communications",2 years,MORTGAGE,200000,Source Verified,TX,39285,353563,In Grace Period,24000,TX,24000, 36 months,0.1249,802.78003,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Personal Trainer,< 1 year,RENT,65000,Source Verified,NJ,3271,39247,Fully Paid,9200,NJ,9200, 36 months,0.0662,282.48001,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Property Manager,10+ years,OWN,68000,Not Verified,MS,2283,41102,Current,8000,MS,8000, 36 months,0.0824,251.58,B,false,INDIVIDUAL,debt_consolidation,Debt consolidation
RN,10+ years,OWN,170000,Not Verified,CA,28537,542204,Current,32750,CA,32750, 36 months,0.1091,1070.8,B,false,Individual,other,Other
TRANSPORTATION LEAD HNLKZ ,10+ years,RENT,40000,Not Verified,HI,10136,70952,Current,30800,HI,30800, 60 months,0.3075,1010.73,F,false,Joint App,debt_consolidation,Debt consolidation
Executive Assistant,8 years,MORTGAGE,117900,Not Verified,GA,8846,336146,Current,16000,GA,16000, 60 months,0.1612,390.10999,C,false,Individual,credit_card,Credit card refinancing
Project Accountant,10+ years,MORTGAGE,74500,Verified,MN,11133,122460,Fully Paid,30000,MN,30000, 60 months,0.2215,831.13,E,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Registered Nurse,< 1 year,MORTGAGE,120000,Not Verified,CA,20058,441272,Current,8000,CA,8000, 36 months,0.1239,267.20999,C,false,INDIVIDUAL,major_purchase,Major purchase
Project Manager,3 years,RENT,120000,Source Verified,CA,3422,44489,Current,15000,CA,15000, 36 months,0.2055,561.66998,D,false,Individual,debt_consolidation,Debt consolidation
Total Contact Prosthetics and Orthodics,2 years,RENT,26400,Verified,CA,4168,25009,Fully Paid,6800,CA,6800, 36 months,0.079,212.78,A,false,INDIVIDUAL,debt_consolidation,Consolidation loan
Nurse Practitioner,8 years,MORTGAGE,208000,Source Verified,PA,20682,434314,Fully Paid,30000,PA,30000, 60 months,0.1072,648.09998,B,false,Individual,credit_card,Credit card refinancing
"Registered Nurse, Team Leader",10+ years,MORTGAGE,104000,Not Verified,GA,17052,272839,Current,28000,GA,28000, 36 months,0.0532,843.21997,A,false,INDIVIDUAL,credit_card,Credit card refinancing
Underwriter,2 years,MORTGAGE,75352,Source Verified,TX,12841,269668,Fully Paid,16100,TX,16100, 36 months,0.0789,503.70001,A,false,Individual,credit_card,Credit card refinancing
Lead Estimator,6 years,RENT,114000,Not Verified,TX,9185,119400,Current,25525,TX,25525, 36 months,0.1308,861.03003,B,false,Joint App,debt_consolidation,Debt consolidation
Quality Assurance,1 year,MORTGAGE,100000,Not Verified,CT,26471,264711,Current,6500,CT,6500, 36 months,0.0846,205.07001,A,false,Individual,debt_consolidation,Debt consolidation
eBusiness Engineer III,4 years,RENT,117000,Verified,WI,4303,51631,Fully Paid,5000,WI,5000, 36 months,0.1064,162.85001,B,false,Individual,debt_consolidation,Debt consolidation
Registered Nurse,8 years,MORTGAGE,68000,Not Verified,UT,29149,233194,Fully Paid,9000,UT,9000, 36 months,0.1199,298.89001,B,false,INDIVIDUAL,credit_card,Credit card refinancing
Land Manager,4 years,RENT,185000,Source Verified,TX,9410,94102,Current,11100,TX,11100, 36 months,0.0846,350.20001,A,false,Individual,debt_consolidation,Debt consolidation
Customer experience ,1 year,RENT,30000,Not Verified,IL,2654,23889,Current,10500,IL,10500, 36 months,0.2145,398.01999,D,false,Individual,debt_consolidation,Debt consolidation
"Carefusion, Inc.",10+ years,MORTGAGE,79231,Verified,UT,14690,205662,Fully Paid,27000,UT,27000, 36 months,0.1531,940.07001,C,false,INDIVIDUAL,debt_consolidation,Debt Consolidation
Teacher,9 years,RENT,72000,Not Verified,ND,9294,148702,Current,9600,ND,9600, 36 months,0.1199,318.82001,B,false,Individual,debt_consolidation,Debt consolidation
Regional Manager,< 1 year,MORTGAGE,175000,Source Verified,CT,25645,333388,Fully Paid,11000,CT,11000, 36 months,0.0881,348.82999,A,false,Individual,debt_consolidation,Debt consolidation
Sr Director IT,6 years,MORTGAGE,541000,Not Verified,GA,80428,1367277,Fully Paid,40000,GA,40000, 60 months,0.0819,814.70001,A,false,Individual,debt_consolidation,Debt consolidation
Mechanical Engineering Specialist,9 years,MORTGAGE,70000,Source Verified,IL,47593,333149,Current,15000,IL,15000, 60 months,0.0993,318.19,B,false,Individual,debt_consolidation,Debt consolidation
Communications Specialist,3 years,RENT,143000,Not Verified,VA,5957,17872,Current,14000,VA,14000, 36 months,0.0944,448.07001,B,false,Individual,credit_card,Credit card refinancing
Plant Manager,4 years,MORTGAGE,110000,Verified,TX,8407,84070,Current,10000,TX,10000, 36 months,0.1903,366.72,D,false,Individual,debt_consolidation,Debt consolidation
SUPERINTENDENT,3 years,MORTGAGE,82000,Not Verified,FL,3290,46055,Current,30000,FL,30000, 60 months,0.1102,652.58002,B,false,Individual,debt_consolidation,Debt consolidation
Account Executive,10+ years,MORTGAGE,88000,Source Verified,OH,15582,124658,Current,16000,OH,16000, 36 months,0.0756,498.14999,A,false,Individual,credit_card,Credit card refinancing
Office Manager,10+ years,MORTGAGE,99000,Not Verified,CA,25263,353685,Current,30000,CA,30000, 60 months,0.0734,598.87,A,false,Individual,debt_consolidation,Debt consolidation
Sport planner,< 1 year,RENT,60000,Not Verified,PA,3538,38917,Current,10900,PA,10900, 36 months,0.0649,334.03,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Project Manager lll,8 years,MORTGAGE,150000,Verified,MD,58326,699913,Current,24000,MD,24000, 60 months,0.1407,559.31,C,false,Individual,debt_consolidation,Debt consolidation
Scheduling coordinator ,8 years,RENT,34000,Source Verified,MI,1542,9250,Current,7000,MI,7000, 36 months,0.1274,234.99001,C,false,Individual,debt_consolidation,Debt consolidation
Correctional Officer,1 year,OWN,50000,Source Verified,NY,5014,35095,Current,5000,NY,5000, 36 months,0.1502,173.38,C,false,Individual,debt_consolidation,Debt consolidation
Assistant Professor of Theatre,10+ years,RENT,44830,Source Verified,GA,6032,60318,Fully Paid,12000,GA,12000, 36 months,0.0692,370.09,A,false,Individual,credit_card,Credit card refinancing
EVP,2 years,MORTGAGE,225000,Verified,FL,41515,539696,Fully Paid,30000,FL,30000, 36 months,0.0762,934.84998,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Staff Nurse,10+ years,RENT,34000,Source Verified,OH,6634,46440,Fully Paid,14000,OH,14000, 60 months,0.1561,337.56,D,false,Individual,credit_card,Credit card refinancing
management,10+ years,RENT,52000,Not Verified,NY,1036,13464,Current,10000,NY,10000, 36 months,0.0532,301.14999,A,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Quality Engineer,3 years,MORTGAGE,84000,Source Verified,TX,19318,173864,Charged Off,23000,TX,23000, 60 months,0.1299,523.21002,C,false,INDIVIDUAL,debt_consolidation,Debt consolidation
Fire Fighter,10+ years,MORTGAGE,80000,Not Verified,TX,22992,160942,Current,7000,TX,7000, 36 months,0.1602,246.17,C,false,Individual,home_improvement,Home improvement
President,10+ years,RENT,170000,Source Verified,CA,6369,63686,Current,21275,CA,21275, 36 months,0.1308,717.65997,B,false,Individual,credit_card,Credit card refinancing
Operations Manager,10+ years,MORTGAGE,128000,Not Verified,MI,15288,137593,Current,30000,MI,30000, 36 months,0.2,1114.91,D,false,Individual,debt_consolidation,Debt consolidation
Supervisor ,6 years,RENT,62500,Source Verified,CA,4606,55269,Late (31-120 days),16000,CA,16000, 36 months,0.1695,570.04999,C,false,Individual,debt_consolidation,Debt consolidation
Sales Operations Analyst,10+ years,MORTGAGE,73100,Not Verified,OH,11279,169186,Current,18000,OH,18000, 36 months,0.1799,650.65997,D,false,Individual,debt_consolidation,Debt consolidation
